"variable","region_i","region_j","n_i","n_j","nABCD","abs_SMD","SMD","skew_i","skew_j","skew_diff","sd_i","sd_j","sd_ratio","kurt_i","kurt_j","kurt_diff","ratio"
"pulse",1,4,2188,2876,0.02986,0.07157,0.07157,0.8203,0.8519,0.0316,17.5852,17.3407,1.0141,5.646,4.597,1.049,0.4172
"pulse",1,5,2188,1909,0.02893,0.04369,0.04369,0.8203,1.2244,0.4041,17.5852,17.68,1.0054,5.646,6.3578,0.7118,0.6622
"pulse",1,6,2188,1585,0.05344,0.13134,-0.13134,0.8203,0.9296,0.1093,17.5852,19.2834,1.0966,5.646,5.2924,0.3536,0.4069
"pulse",1,7,2188,3150,0.02424,0.06335,-0.06335,0.8203,1.073,0.2527,17.5852,18.3643,1.0443,5.646,6.8479,1.2019,0.3826
"pulse",1,8,2188,2916,0.04515,0.11617,-0.11617,0.8203,0.5556,0.2647,17.5852,17.2475,1.0196,5.646,4.057,1.589,0.3887
"pulse",1,9,2188,3123,0.01078,0.01976,-0.01976,0.8203,0.8862,0.0659,17.5852,17.5431,1.0024,5.646,4.9546,0.6914,0.5455
"pulse",1,10,2188,1717,0.02879,0.07096,-0.07096,0.8203,0.651,0.1693,17.5852,18.0716,1.0277,5.646,3.715,1.931,0.4057
"pulse",1,11,2188,2491,0.00893,0.01142,0.01142,0.8203,0.7554,0.0649,17.5852,17.4196,1.0095,5.646,4.437,1.209,0.782
"pulse",1,12,2188,4352,0.01025,0.00931,0.00931,0.8203,0.9463,0.126,17.5852,17.6264,1.0023,5.646,5.6976,0.0516,NA
"pulse",1,13,2188,2297,0.06323,0.16738,0.16738,0.8203,1.0608,0.2405,17.5852,17.6272,1.0024,5.646,6.1766,0.5306,0.3778
"pulse",1,14,2188,3437,0.01534,0.01591,0.01591,0.8203,0.8725,0.0522,17.5852,17.9402,1.0202,5.646,4.5671,1.0789,0.9642
"pulse",1,15,2188,2576,0.01194,0.00031,-0.00031,0.8203,0.8984,0.0781,17.5852,17.9348,1.0199,5.646,5.2013,0.4447,NA
"pulse",1,16,2188,1231,0.03478,0.08059,-0.08059,0.8203,0.9538,0.1335,17.5852,17.7328,1.0084,5.646,5.4333,0.2128,0.4316
"pulse",2,3,2952,2030,0.02347,0.00137,-0.00137,0.8889,0.9082,0.0192,17.3752,18.7753,1.0806,4.2931,4.5769,0.2838,NA
"pulse",2,4,2952,2876,0.01357,0.00638,-0.00638,0.8889,0.8519,0.037,17.3752,17.3407,1.002,4.2931,4.597,0.3039,NA
"pulse",2,5,2952,1909,0.01657,0.03367,-0.03367,0.8889,1.2244,0.3355,17.3752,17.68,1.0175,4.2931,6.3578,2.0647,0.4921
"pulse",2,6,2952,1585,0.08346,0.20843,-0.20843,0.8889,0.9296,0.0407,17.3752,19.2834,1.1098,4.2931,5.2924,0.9993,0.4004
"pulse",2,7,2952,3150,0.05242,0.13988,-0.13988,0.8889,1.073,0.1841,17.3752,18.3643,1.0569,4.2931,6.8479,2.5548,0.3747
"pulse",2,8,2952,2916,0.07789,0.19524,-0.19524,0.8889,0.5556,0.3333,17.3752,17.2475,1.0074,4.2931,4.057,0.2361,0.3989
"pulse",2,9,2952,3123,0.03842,0.09772,-0.09772,0.8889,0.8862,0.0028,17.3752,17.5431,1.0097,4.2931,4.9546,0.6615,0.3932
"pulse",2,10,2952,1717,0.05618,0.14872,-0.14872,0.8889,0.651,0.2379,17.3752,18.0716,1.0401,4.2931,3.715,0.5781,0.3778
"pulse",2,11,2952,2491,0.03003,0.06666,-0.06666,0.8889,0.7554,0.1335,17.3752,17.4196,1.0026,4.2931,4.437,0.1439,0.4505
"pulse",2,12,2952,4352,0.02857,0.06821,-0.06821,0.8889,0.9463,0.0574,17.3752,17.6264,1.0145,4.2931,5.6976,1.4045,0.4189
"pulse",2,13,2952,2297,0.03681,0.09079,0.09079,0.8889,1.0608,0.1719,17.3752,17.6272,1.0145,4.2931,6.1766,1.8835,0.4054
"pulse",2,14,2952,3437,0.0258,0.06086,-0.06086,0.8889,0.8725,0.0164,17.3752,17.9402,1.0325,4.2931,4.5671,0.274,0.4239
"pulse",2,15,2952,2576,0.03203,0.07738,-0.07738,0.8889,0.8984,0.0095,17.3752,17.9348,1.0322,4.2931,5.2013,0.9082,0.4139
"pulse",2,16,2952,1231,0.06078,0.15908,-0.15908,0.8889,0.9538,0.0649,17.3752,17.7328,1.0206,4.2931,5.4333,1.1401,0.3821
"pulse",3,4,2030,2876,0.02271,0.0048,-0.0048,0.9082,0.8519,0.0562,18.7753,17.3407,1.0827,4.5769,4.597,0.0201,NA
"pulse",3,5,2030,1909,0.03019,0.03092,-0.03092,0.9082,1.2244,0.3163,18.7753,17.68,1.062,4.5769,6.3578,1.7808,0.9764
"pulse",3,6,2030,1585,0.07918,0.19687,-0.19687,0.9082,0.9296,0.0214,18.7753,19.2834,1.0271,4.5769,5.2924,0.7155,0.4022
"pulse",3,7,2030,3150,0.05281,0.13376,-0.13376,0.9082,1.073,0.1649,18.7753,18.3643,1.0224,4.5769,6.8479,2.271,0.3948
"pulse",3,8,2030,2916,0.07916,0.18755,-0.18755,0.9082,0.5556,0.3526,18.7753,17.2475,1.0886,4.5769,4.057,0.52,0.4221
"pulse",3,9,2030,3123,0.04302,0.09323,-0.09323,0.9082,0.8862,0.022,18.7753,17.5431,1.0702,4.5769,4.9546,0.3776,0.4614
"pulse",3,10,2030,1717,0.05888,0.14076,-0.14076,0.9082,0.651,0.2571,18.7753,18.0716,1.0389,4.5769,3.715,0.8619,0.4183
"pulse",3,11,2030,2491,0.03859,0.06291,-0.06291,0.9082,0.7554,0.1527,18.7753,17.4196,1.0778,4.5769,4.437,0.14,0.6134
"pulse",3,12,2030,4352,0.0355,0.06504,-0.06504,0.9082,0.9463,0.0382,18.7753,17.6264,1.0652,4.5769,5.6976,1.1207,0.5458
"pulse",3,13,2030,2297,0.03817,0.08871,0.08871,0.9082,1.0608,0.1526,18.7753,17.6272,1.0651,4.5769,6.1766,1.5997,0.4303
"pulse",3,14,2030,3437,0.02814,0.0576,-0.0576,0.9082,0.8725,0.0356,18.7753,17.9402,1.0466,4.5769,4.5671,0.0099,0.4885
"pulse",3,15,2030,2576,0.037,0.0732,-0.0732,0.9082,0.8984,0.0097,18.7753,17.9348,1.0469,4.5769,5.2013,0.6244,0.5055
"pulse",3,16,2030,1231,0.06322,0.14989,-0.14989,0.9082,0.9538,0.0457,18.7753,17.7328,1.0588,4.5769,5.4333,0.8563,0.4218
"pulse",4,5,2876,1909,0.01851,0.02737,-0.02737,0.8519,1.2244,0.3725,17.3407,17.68,1.0196,4.597,6.3578,1.7608,0.6763
"pulse",4,6,2876,1585,0.07749,0.20241,-0.20241,0.8519,0.9296,0.0777,17.3407,19.2834,1.112,4.597,5.2924,0.6954,0.3828
"pulse",4,7,2876,3150,0.04993,0.13376,-0.13376,0.8519,1.073,0.2211,17.3407,18.3643,1.059,4.597,6.8479,2.251,0.3733
"pulse",4,8,2876,2916,0.07329,0.18904,-0.18904,0.8519,0.5556,0.2963,17.3407,17.2475,1.0054,4.597,4.057,0.54,0.3877
"pulse",4,9,2876,3123,0.03359,0.09146,-0.09146,0.8519,0.8862,0.0342,17.3407,17.5431,1.0117,4.597,4.9546,0.3576,0.3673
"pulse",4,10,2876,1717,0.05492,0.14258,-0.14258,0.8519,0.651,0.2009,17.3407,18.0716,1.0421,4.597,3.715,0.882,0.3852
"pulse",4,11,2876,2491,0.025,0.06036,-0.06036,0.8519,0.7554,0.0965,17.3407,17.4196,1.0045,4.597,4.437,0.16,0.4142
"pulse",4,12,2876,4352,0.02454,0.06193,-0.06193,0.8519,0.9463,0.0944,17.3407,17.6264,1.0165,4.597,5.6976,1.1006,0.3963
"pulse",4,13,2876,2297,0.03733,0.09722,0.09722,0.8519,1.0608,0.2089,17.3407,17.6272,1.0165,4.597,6.1766,1.5796,0.384
"pulse",4,14,2876,3437,0.02218,0.05464,-0.05464,0.8519,0.8725,0.0206,17.3407,17.9402,1.0346,4.597,4.5671,0.0299,0.4059
"pulse",4,15,2876,2576,0.02837,0.07116,-0.07116,0.8519,0.8984,0.0465,17.3407,17.9348,1.0343,4.597,5.2013,0.6043,0.3987
"pulse",4,16,2876,1231,0.05833,0.15294,-0.15294,0.8519,0.9538,0.1019,17.3407,17.7328,1.0226,4.597,5.4333,0.8363,0.3814
"pulse",5,6,1909,1585,0.07243,0.17238,-0.17238,1.2244,0.9296,0.2948,17.68,19.2834,1.0907,6.3578,5.2924,1.0654,0.4202
"pulse",5,7,1909,3150,0.0452,0.10568,-0.10568,1.2244,1.073,0.1514,17.68,18.3643,1.0387,6.3578,6.8479,0.4902,0.4277
"pulse",5,8,1909,2916,0.07179,0.16021,-0.16021,1.2244,0.5556,0.6688,17.68,17.2475,1.0251,6.3578,4.057,2.3008,0.4481
"pulse",5,9,1909,3123,0.03167,0.0635,-0.0635,1.2244,0.8862,0.3383,17.68,17.5431,1.0078,6.3578,4.9546,1.4032,0.4987
"pulse",5,10,1909,1717,0.05128,0.11382,-0.11382,1.2244,0.651,0.5734,17.68,18.0716,1.0222,6.3578,3.715,2.6427,0.4505
"pulse",5,11,1909,2491,0.02704,0.03254,-0.03254,1.2244,0.7554,0.469,17.68,17.4196,1.0149,6.3578,4.437,1.9208,0.831
"pulse",5,12,1909,4352,0.02434,0.03437,-0.03437,1.2244,0.9463,0.2781,17.68,17.6264,1.003,6.3578,5.6976,0.6602,0.7082
"pulse",5,13,1909,2297,0.04815,0.12332,0.12332,1.2244,1.0608,0.1636,17.68,17.6272,1.003,6.3578,6.1766,0.1812,0.3904
"pulse",5,14,1909,3437,0.0237,0.02729,-0.02729,1.2244,0.8725,0.3519,17.68,17.9402,1.0147,6.3578,4.5671,1.7907,0.8684
"pulse",5,15,1909,2576,0.02779,0.04352,-0.04352,1.2244,0.8984,0.326,17.68,17.9348,1.0144,6.3578,5.2013,1.1565,0.6386
"pulse",5,16,1909,1231,0.0519,0.12383,-0.12383,1.2244,0.9538,0.2706,17.68,17.7328,1.003,6.3578,5.4333,0.9245,0.4191
"pulse",6,7,1585,3150,0.02997,0.06759,0.06759,0.9296,1.073,0.1435,19.2834,18.3643,1.05,5.2924,6.8479,1.5555,0.4434
"pulse",6,8,1585,2916,0.02412,0.02141,0.02141,0.9296,0.5556,0.374,19.2834,17.2475,1.118,5.2924,4.057,1.2354,1.1266
"pulse",6,9,1585,3123,0.04722,0.11345,0.11345,0.9296,0.8862,0.0434,19.2834,17.5431,1.0992,5.2924,4.9546,0.3378,0.4162
"pulse",6,10,1585,1717,0.02854,0.06122,0.06122,0.9296,0.651,0.2785,19.2834,18.0716,1.0671,5.2924,3.715,1.5774,0.4662
"pulse",6,11,1585,2491,0.0556,0.14342,0.14342,0.9296,0.7554,0.1742,19.2834,17.4196,1.107,5.2924,4.437,0.8554,0.3877
"pulse",6,12,1585,4352,0.05991,0.14211,0.14211,0.9296,0.9463,0.0168,19.2834,17.6264,1.094,5.2924,5.6976,0.4052,0.4216
"pulse",6,13,1585,2297,0.10808,0.29216,0.29216,0.9296,1.0608,0.1312,19.2834,17.6272,1.094,5.2924,6.1766,0.8842,0.3699
"pulse",6,14,1585,3437,0.05736,0.14634,0.14634,0.9296,0.8725,0.0571,19.2834,17.9402,1.0749,5.2924,4.5671,0.7254,0.392
"pulse",6,15,1585,2576,0.0515,0.13002,0.13002,0.9296,0.8984,0.0311,19.2834,17.9348,1.0752,5.2924,5.2013,0.0911,0.3961
"pulse",6,16,1585,1231,0.02827,0.05285,0.05285,0.9296,0.9538,0.0243,19.2834,17.7328,1.0874,5.2924,5.4333,0.1408,0.5349
"pulse",7,8,3150,2916,0.03036,0.04918,-0.04918,1.073,0.5556,0.5174,18.3643,17.2475,1.0648,6.8479,4.057,2.791,0.6173
"pulse",7,9,3150,3123,0.01969,0.04435,0.04435,1.073,0.8862,0.1869,18.3643,17.5431,1.0468,6.8479,4.9546,1.8934,0.444
"pulse",7,10,3150,1717,0.01364,0.00656,-0.00656,1.073,0.651,0.422,18.3643,18.0716,1.0162,6.8479,3.715,3.1329,NA
"pulse",7,11,3150,2491,0.02924,0.07482,0.07482,1.073,0.7554,0.3176,18.3643,17.4196,1.0542,6.8479,4.437,2.411,0.3908
"pulse",7,12,3150,4352,0.02855,0.07288,0.07288,1.073,0.9463,0.1267,18.3643,17.6264,1.0419,6.8479,5.6976,1.1503,0.3917
"pulse",7,13,3150,2297,0.08563,0.22653,0.22653,1.073,1.0608,0.0122,18.3643,17.6272,1.0418,6.8479,6.1766,0.6714,0.378
"pulse",7,14,3150,3437,0.03105,0.07863,0.07863,1.073,0.8725,0.2005,18.3643,17.9402,1.0236,6.8479,4.5671,2.2809,0.3949
"pulse",7,15,3150,2576,0.02442,0.06262,0.06262,1.073,0.8984,0.1746,18.3643,17.9348,1.0239,6.8479,5.2013,1.6466,0.39
"pulse",7,16,3150,1231,0.02216,0.01529,-0.01529,1.073,0.9538,0.1192,18.3643,17.7328,1.0356,6.8479,5.4333,1.4147,1.4493
"pulse",8,9,2916,3123,0.04008,0.09618,0.09618,0.5556,0.8862,0.3306,17.2475,17.5431,1.0171,4.057,4.9546,0.8976,0.4167
"pulse",8,10,2916,1717,0.02749,0.04314,0.04314,0.5556,0.651,0.0954,17.2475,18.0716,1.0478,4.057,3.715,0.3419,0.6372
"pulse",8,11,2916,2491,0.05148,0.12815,0.12815,0.5556,0.7554,0.1998,17.2475,17.4196,1.01,4.057,4.437,0.38,0.4017
"pulse",8,12,2916,4352,0.05474,0.12501,0.12501,0.5556,0.9463,0.3907,17.2475,17.6264,1.022,4.057,5.6976,1.6406,0.4379
"pulse",8,13,2916,2297,0.11076,0.28524,0.28524,0.5556,1.0608,0.5052,17.2475,17.6272,1.022,4.057,6.1766,2.1196,0.3883
"pulse",8,14,2916,3437,0.05661,0.13071,0.13071,0.5556,0.8725,0.3169,17.2475,17.9402,1.0402,4.057,4.5671,0.5101,0.4331
"pulse",8,15,2916,2576,0.04747,0.11467,0.11467,0.5556,0.8984,0.3428,17.2475,17.9348,1.0399,4.057,5.2013,1.1443,0.414
"pulse",8,16,2916,1231,0.02486,0.03444,0.03444,0.5556,0.9538,0.3982,17.2475,17.7328,1.0281,4.057,5.4333,1.3763,0.7218
"pulse",9,10,3123,1717,0.02367,0.05167,-0.05167,0.8862,0.651,0.2351,17.5431,18.0716,1.0301,4.9546,3.715,1.2395,0.4581
"pulse",9,11,3123,2491,0.01217,0.03126,0.03126,0.8862,0.7554,0.1308,17.5431,17.4196,1.0071,4.9546,4.437,0.5176,0.3893
"pulse",9,12,3123,4352,0.01458,0.02904,0.02904,0.8862,0.9463,0.0602,17.5431,17.6264,1.0047,4.9546,5.6976,0.743,0.5021
"pulse",9,13,3123,2297,0.06659,0.18738,0.18738,0.8862,1.0608,0.1746,17.5431,17.6272,1.0048,4.9546,6.1766,1.222,0.3554
"pulse",9,14,3123,3437,0.01759,0.0355,0.0355,0.8862,0.8725,0.0136,17.5431,17.9402,1.0226,4.9546,4.5671,0.3875,0.4955
"pulse",9,15,3123,2576,0.01367,0.01927,0.01927,0.8862,0.8984,0.0123,17.5431,17.9348,1.0223,4.9546,5.2013,0.2467,0.7094
"pulse",9,16,3123,1231,0.03022,0.06107,-0.06107,0.8862,0.9538,0.0677,17.5431,17.7328,1.0108,4.9546,5.4333,0.4787,0.4948
"pulse",10,11,1717,2491,0.03299,0.08271,0.08271,0.651,0.7554,0.1044,18.0716,17.4196,1.0374,3.715,4.437,0.7219,0.3989
"pulse",10,12,1717,4352,0.03448,0.08039,0.08039,0.651,0.9463,0.2953,18.0716,17.6264,1.0253,3.715,5.6976,1.9826,0.4289
"pulse",10,13,1717,2297,0.08731,0.23628,0.23628,0.651,1.0608,0.4098,18.0716,17.6272,1.0252,3.715,6.1766,2.4615,0.3695
"pulse",10,14,1717,3437,0.03678,0.08599,0.08599,0.651,0.8725,0.2215,18.0716,17.9402,1.0073,3.715,4.5671,0.852,0.4277
"pulse",10,15,1717,2576,0.02963,0.06991,0.06991,0.651,0.8984,0.2474,18.0716,17.9348,1.0076,3.715,5.2013,1.4863,0.4238
"pulse",10,16,1717,1231,0.02822,0.00883,-0.00883,0.651,0.9538,0.3028,18.0716,17.7328,1.0191,3.715,5.4333,1.7182,NA
"pulse",11,12,2491,4352,0.01071,0.00204,-0.00204,0.7554,0.9463,0.1909,17.4196,17.6264,1.0119,4.437,5.6976,1.2606,NA
"pulse",11,13,2491,2297,0.05899,0.15681,0.15681,0.7554,1.0608,0.3054,17.4196,17.6272,1.0119,4.437,6.1766,1.7396,0.3762
"pulse",11,14,2491,3437,0.01321,0.00471,0.00471,0.7554,0.8725,0.1171,17.4196,17.9402,1.0299,4.437,4.5671,0.1301,NA
"pulse",11,15,2491,2576,0.01178,0.01161,-0.01161,0.7554,0.8984,0.143,17.4196,17.9348,1.0296,4.437,5.2013,0.7643,1.0146
"pulse",11,16,2491,1231,0.03628,0.09253,-0.09253,0.7554,0.9538,0.1984,17.4196,17.7328,1.018,4.437,5.4333,0.9963,0.3921
"pulse",12,13,4352,2297,0.06467,0.15789,0.15789,0.9463,1.0608,0.1145,17.6264,17.6272,1,5.6976,6.1766,0.479,0.4096
"pulse",12,14,4352,3437,0.01248,0.00671,0.00671,0.9463,0.8725,0.0738,17.6264,17.9402,1.0178,5.6976,4.5671,1.1306,NA
"pulse",12,15,4352,2576,0.01162,0.00955,-0.00955,0.9463,0.8984,0.0479,17.6264,17.9348,1.0175,5.6976,5.2013,0.4963,NA
"pulse",12,16,4352,1231,0.03775,0.08983,-0.08983,0.9463,0.9538,0.0075,17.6264,17.7328,1.006,5.6976,5.4333,0.2644,0.4202
"pulse",13,14,2297,3437,0.05684,0.14952,-0.14952,1.0608,0.8725,0.1883,17.6272,17.9402,1.0178,6.1766,4.5671,1.6095,0.3801
"pulse",13,15,2297,2576,0.06276,0.16596,-0.16596,1.0608,0.8984,0.1624,17.6272,17.9348,1.0175,6.1766,5.2013,0.9753,0.3782
"pulse",13,16,2297,1231,0.09187,0.24732,-0.24732,1.0608,0.9538,0.107,17.6272,17.7328,1.006,6.1766,5.4333,0.7433,0.3715
"pulse",14,15,3437,2576,0.00972,0.0161,-0.0161,0.8725,0.8984,0.0259,17.9402,17.9348,1.0003,4.5671,5.2013,0.6343,0.6037
"pulse",14,16,3437,1231,0.04008,0.09532,-0.09532,0.8725,0.9538,0.0813,17.9402,17.7328,1.0117,4.5671,5.4333,0.8662,0.4205
"pulse",15,16,2576,1231,0.03568,0.07924,-0.07924,0.8984,0.9538,0.0554,17.9348,17.7328,1.0114,5.2013,5.4333,0.2319,0.4503
"height",1,2,2188,2952,0.08645,0.23514,0.23514,-0.3538,-0.3928,0.039,10.0943,8.9847,1.1235,2.8359,2.9939,0.158,0.3677
"height",1,3,2188,2030,0.12952,0.32801,0.32801,-0.3538,-0.2613,0.0925,10.0943,8.0922,1.2474,2.8359,3.2412,0.4053,0.3949
"height",1,4,2188,2876,0.08861,0.23307,0.23307,-0.3538,-0.323,0.0307,10.0943,9.3597,1.0785,2.8359,2.9248,0.0888,0.3802
"height",1,5,2188,1909,0.14604,0.35395,0.35395,-0.3538,-0.2474,0.1064,10.0943,7.9011,1.2776,2.8359,3.1692,0.3333,0.4126
"height",1,6,2188,1585,0.09662,0.20429,0.20429,-0.3538,-0.2004,0.1534,10.0943,8.1584,1.2373,2.8359,2.9317,0.0958,0.473
"height",1,7,2188,3150,0.01557,0.03187,0.03187,-0.3538,-0.2666,0.0872,10.0943,9.9752,1.0119,2.8359,2.592,0.244,0.4885
"height",1,8,2188,2916,0.16316,0.3608,0.3608,-0.3538,-0.1829,0.1709,10.0943,7.8719,1.2823,2.8359,3.1503,0.3144,0.4522
"height",1,9,2188,3123,0.02634,0.07118,0.07118,-0.3538,-0.2167,0.1371,10.0943,10.0703,1.0024,2.8359,2.6207,0.2152,0.37
"height",1,10,2188,1717,0.02041,0.05886,-0.05886,-0.3538,-0.236,0.1178,10.0943,10.1537,1.0059,2.8359,3.0279,0.192,0.3468
"height",1,11,2188,2491,0.01309,0.0023,-0.0023,-0.3538,-0.2706,0.0832,10.0943,9.6326,1.0479,2.8359,2.7559,0.08,NA
"height",1,12,2188,4352,0.04616,0.1164,0.1164,-0.3538,-0.2223,0.1315,10.0943,9.927,1.0169,2.8359,2.6465,0.1894,0.3966
"height",1,13,2188,2297,0.07598,0.08916,-0.08916,-0.3538,-0.2944,0.0593,10.0943,8.2129,1.2291,2.8359,3.3435,0.5076,0.8522
"height",1,14,2188,3437,0.00905,0.01135,-0.01135,-0.3538,-0.2582,0.0955,10.0943,10.0016,1.0093,2.8359,2.859,0.0231,0.7974
"height",1,15,2188,2576,0.01274,0.0253,-0.0253,-0.3538,-0.2978,0.0559,10.0943,9.7057,1.04,2.8359,2.7256,0.1103,0.5036
"height",1,16,2188,1231,0.13032,0.34215,0.34215,-0.3538,-0.4461,0.0924,10.0943,8.9606,1.1265,2.8359,3.3605,0.5246,0.3809
"height",2,3,2952,2030,0.05655,0.09099,0.09099,-0.3928,-0.2613,0.1315,8.9847,8.0922,1.1103,2.9939,3.2412,0.2473,0.6215
"height",2,4,2952,2876,0.01811,0.00322,0.00322,-0.3928,-0.323,0.0697,8.9847,9.3597,1.0417,2.9939,2.9248,0.0692,NA
"height",2,5,2952,1909,0.07249,0.11742,0.11742,-0.3928,-0.2474,0.1454,8.9847,7.9011,1.1371,2.9939,3.1692,0.1752,0.6174
"height",2,6,2952,1585,0.0316,0.03692,-0.03692,-0.3928,-0.2004,0.1924,8.9847,8.1584,1.1013,2.9939,2.9317,0.0622,0.8559
"height",2,7,2952,3150,0.0753,0.20065,-0.20065,-0.3928,-0.2666,0.1262,8.9847,9.9752,1.1102,2.9939,2.592,0.402,0.3753
"height",2,8,2952,2916,0.0748,0.1161,0.1161,-0.3928,-0.1829,0.2099,8.9847,7.8719,1.1414,2.9939,3.1503,0.1564,0.6443
"height",2,9,2952,3123,0.0641,0.15797,-0.15797,-0.3928,-0.2167,0.176,8.9847,10.0703,1.1208,2.9939,2.6207,0.3732,0.4058
"height",2,10,2952,1717,0.10926,0.29934,-0.29934,-0.3928,-0.236,0.1567,8.9847,10.1537,1.1301,2.9939,3.0279,0.034,0.365
"height",2,11,2952,2491,0.08654,0.24229,-0.24229,-0.3928,-0.2706,0.1222,8.9847,9.6326,1.0721,2.9939,2.7559,0.238,0.3572
"height",2,12,2952,4352,0.0508,0.11147,-0.11147,-0.3928,-0.2223,0.1705,8.9847,9.927,1.1049,2.9939,2.6465,0.3474,0.4557
"height",2,13,2952,2297,0.12691,0.3519,-0.3519,-0.3928,-0.2944,0.0983,8.9847,8.2129,1.094,2.9939,3.3435,0.3496,0.3606
"height",2,14,2952,3437,0.09067,0.2453,-0.2453,-0.3928,-0.2582,0.1345,8.9847,10.0016,1.1132,2.9939,2.859,0.1349,0.3696
"height",2,15,2952,2576,0.09529,0.26562,-0.26562,-0.3928,-0.2978,0.0949,8.9847,9.7057,1.0802,2.9939,2.7256,0.2683,0.3587
"height",2,16,2952,1231,0.05778,0.12163,0.12163,-0.3928,-0.4461,0.0534,8.9847,8.9606,1.0027,2.9939,3.3605,0.3666,0.475
"height",3,4,2030,2876,0.07024,0.08534,-0.08534,-0.2613,-0.323,0.0618,8.0922,9.3597,1.1566,3.2412,2.9248,0.3165,0.8231
"height",3,5,2030,1909,0.01591,0.02769,0.02769,-0.2613,-0.2474,0.0139,8.0922,7.9011,1.0242,3.2412,3.1692,0.0721,0.5746
"height",3,6,2030,1585,0.05609,0.13628,-0.13628,-0.2613,-0.2004,0.0609,8.0922,8.1584,1.0082,3.2412,2.9317,0.3095,0.4116
"height",3,7,2030,3150,0.11637,0.29015,-0.29015,-0.2613,-0.2666,0.0053,8.0922,9.9752,1.2327,3.2412,2.592,0.6493,0.4011
"height",3,8,2030,2916,0.02105,0.02456,0.02456,-0.2613,-0.1829,0.0784,8.0922,7.8719,1.028,3.2412,3.1503,0.0909,0.8571
"height",3,9,2030,3123,0.10518,0.24573,-0.24573,-0.2613,-0.2167,0.0445,8.0922,10.0703,1.2444,3.2412,2.6207,0.6205,0.428
"height",3,10,2030,1717,0.14933,0.39677,-0.39677,-0.2613,-0.236,0.0252,8.0922,10.1537,1.2548,3.2412,3.0279,0.2133,0.3764
"height",3,11,2030,2491,0.12471,0.33827,-0.33827,-0.2613,-0.2706,0.0093,8.0922,9.6326,1.1904,3.2412,2.7559,0.4853,0.3687
"height",3,12,2030,4352,0.09252,0.19726,-0.19726,-0.2613,-0.2223,0.039,8.0922,9.927,1.2267,3.2412,2.6465,0.5947,0.469
"height",3,13,2030,2297,0.19157,0.46973,-0.46973,-0.2613,-0.2944,0.0332,8.0922,8.2129,1.0149,3.2412,3.3435,0.1023,0.4078
"height",3,14,2030,3437,0.12459,0.33484,-0.33484,-0.2613,-0.2582,0.003,8.0922,10.0016,1.236,3.2412,2.859,0.3822,0.3721
"height",3,15,2030,2576,0.1339,0.36134,-0.36134,-0.2613,-0.2978,0.0366,8.0922,9.7057,1.1994,3.2412,2.7256,0.5156,0.3706
"height",3,16,2030,1231,0.04084,0.03635,0.03635,-0.2613,-0.4461,0.1849,8.0922,8.9606,1.1073,3.2412,3.3605,0.1193,1.1235
"height",4,5,2876,1909,0.07687,0.11098,0.11098,-0.323,-0.2474,0.0757,9.3597,7.9011,1.1846,2.9248,3.1692,0.2444,0.6926
"height",4,6,2876,1585,0.0461,0.0392,-0.0392,-0.323,-0.2004,0.1227,9.3597,8.1584,1.1472,2.9248,2.9317,0.007,1.176
"height",4,7,2876,3150,0.07575,0.20003,-0.20003,-0.323,-0.2666,0.0565,9.3597,9.9752,1.0658,2.9248,2.592,0.3328,0.3787
"height",4,8,2876,2916,0.08204,0.11009,0.11009,-0.323,-0.1829,0.1402,9.3597,7.8719,1.189,2.9248,3.1503,0.2256,0.7452
"height",4,9,2876,3123,0.06016,0.15812,-0.15812,-0.323,-0.2167,0.1063,9.3597,10.0703,1.0759,2.9248,2.6207,0.304,0.3805
"height",4,10,2876,1717,0.11187,0.29519,-0.29519,-0.323,-0.236,0.087,9.3597,10.1537,1.0848,2.9248,3.0279,0.1031,0.379
"height",4,11,2876,2491,0.08905,0.24028,-0.24028,-0.323,-0.2706,0.0524,9.3597,9.6326,1.0292,2.9248,2.7559,0.1689,0.3706
"height",4,12,2876,4352,0.04399,0.11282,-0.11282,-0.323,-0.2223,0.1008,9.3597,9.927,1.0606,2.9248,2.6465,0.2783,0.3899
"height",4,13,2876,2297,0.12444,0.34677,-0.34677,-0.323,-0.2944,0.0286,9.3597,8.2129,1.1396,2.9248,3.3435,0.4187,0.3589
"height",4,14,2876,3437,0.09146,0.24407,-0.24407,-0.323,-0.2582,0.0648,9.3597,10.0016,1.0686,2.9248,2.859,0.0657,0.3747
"height",4,15,2876,2576,0.09795,0.26322,-0.26322,-0.323,-0.2978,0.0252,9.3597,9.7057,1.037,2.9248,2.7256,0.1991,0.3721
"height",4,16,2876,1231,0.05695,0.11495,0.11495,-0.323,-0.4461,0.1231,9.3597,8.9606,1.0445,2.9248,3.3605,0.4357,0.4954
"height",5,6,1909,1585,0.06642,0.16565,-0.16565,-0.2474,-0.2004,0.047,7.9011,8.1584,1.0326,3.1692,2.9317,0.2375,0.401
"height",5,7,1909,3150,0.1285,0.31522,-0.31522,-0.2474,-0.2666,0.0192,7.9011,9.9752,1.2625,3.1692,2.592,0.5772,0.4077
"height",5,8,1909,2916,0.00897,0.00329,-0.00329,-0.2474,-0.1829,0.0645,7.9011,7.8719,1.0037,3.1692,3.1503,0.0188,NA
