"set","n","method","measure","type","value","mc_se"
"Set1_Gaussian",2000,"RV3","auc","combined",0.879,0.00299730949311615
"Set2_LogNormal",150,"W1","precision_at_k","overall",0.891444444444441,0.00328262102945842
"Set2_LogNormal",150,"W1","false_pooling_at_k","overall",0.290666666666667,0.00829014586834988
"Set2_LogNormal",150,"W1","harm_maxW1","overall",1.631938,0.0475885627021032
"Set2_LogNormal",150,"W1","auc","location",0.916111111111111,0.00331939989122385
"Set2_LogNormal",150,"W1","auc","shape",0.993055555555556,0.000719635681718447
"Set2_LogNormal",150,"W1","auc","combined",0.976944444444445,0.00146311825242313
"Set2_LogNormal",150,"SMD","precision_at_k","overall",0.490888888888888,0.00448833696643637
"Set2_LogNormal",150,"SMD","false_pooling_at_k","overall",0.940666666666667,0.0043132697917353
"Set2_LogNormal",150,"SMD","harm_maxW1","overall",10.0643923333334,0.0767840814052366
"Set2_LogNormal",150,"SMD","auc","location",0.912833333333336,0.00348648758480625
"Set2_LogNormal",150,"SMD","auc","shape",0.498111111111112,0.00528788933909852
"Set2_LogNormal",150,"SMD","auc","combined",0.705277777777777,0.00543309237896342
"Set2_LogNormal",150,"SMD_log","precision_at_k","overall",0.529111111111114,0.00422677921725738
"Set2_LogNormal",150,"SMD_log","false_pooling_at_k","overall",0.929,0.00468895866193479
"Set2_LogNormal",150,"SMD_log","harm_maxW1","overall",7.66064566666636,0.0516544127924212
"Set2_LogNormal",150,"SMD_log","auc","location",0.921111111111112,0.00326970128636458
"Set2_LogNormal",150,"SMD_log","auc","shape",0.850166666666668,0.00392223677995342
"Set2_LogNormal",150,"SMD_log","auc","combined",0.502722222222222,0.00525174858201772
"Set2_LogNormal",150,"KS","precision_at_k","overall",0.776222222222224,0.00413347470885161
"Set2_LogNormal",150,"KS","false_pooling_at_k","overall",0.558333333333333,0.0090663705016988
"Set2_LogNormal",150,"KS","harm_maxW1","overall",3.51645866666664,0.060305497839357
"Set2_LogNormal",150,"KS","auc","location",0.893833333333334,0.00371649351863715
"Set2_LogNormal",150,"KS","auc","shape",0.962027777777779,0.00174361791872524
"Set2_LogNormal",150,"KS","auc","combined",0.860888888888888,0.00359333001213761
"Set2_LogNormal",150,"RV1","precision_at_k","overall",0.563444444444448,0.00452608307298214
"Set2_LogNormal",150,"RV1","false_pooling_at_k","overall",0.886333333333333,0.00579501382096585
"Set2_LogNormal",150,"RV1","harm_maxW1","overall",8.61410266666666,0.0822595206758497
"Set2_LogNormal",150,"RV1","auc","location",0.918111111111113,0.00334893324947824
"Set2_LogNormal",150,"RV1","auc","shape",0.615944444444444,0.00520657930958453
"Set2_LogNormal",150,"RV1","auc","combined",0.769999999999999,0.00505060807975681
"Set2_LogNormal",150,"RV2","precision_at_k","overall",0.842444444444444,0.00385502504622087
"Set2_LogNormal",150,"RV2","false_pooling_at_k","overall",0.403666666666667,0.00895767620328861
"Set2_LogNormal",150,"RV2","harm_maxW1","overall",2.42479399999998,0.0551257716244226
"Set2_LogNormal",150,"RV2","auc","location",0.914944444444446,0.00339283907603661
"Set2_LogNormal",150,"RV2","auc","shape",0.959166666666668,0.00177510650002048
"Set2_LogNormal",150,"RV2","auc","combined",0.93577777777778,0.00263789727957867
"Set2_LogNormal",150,"RV3","precision_at_k","overall",0.749888888888893,0.00434613446336547
"Set2_LogNormal",150,"RV3","false_pooling_at_k","overall",0.601666666666667,0.00893800665489588
"Set2_LogNormal",150,"RV3","harm_maxW1","overall",3.78741066666666,0.0593027739074454
"Set2_LogNormal",150,"RV3","auc","location",0.86638888888889,0.00379855059535989
"Set2_LogNormal",150,"RV3","auc","shape",0.906222222222223,0.00290711062415315
"Set2_LogNormal",150,"RV3","auc","combined",0.884333333333334,0.00349915862902873
"Set2_LogNormal",200,"W1","precision_at_k","overall",0.932444444444441,0.0026730910268562
"Set2_LogNormal",200,"W1","false_pooling_at_k","overall",0.187333333333333,0.00712365906809966
"Set2_LogNormal",200,"W1","harm_maxW1","overall",1.01974433333333,0.0393844456281124
"Set2_LogNormal",200,"W1","auc","location",0.949000000000001,0.00254653722765819
"Set2_LogNormal",200,"W1","auc","shape",0.997722222222223,0.000445968451890819
"Set2_LogNormal",200,"W1","auc","combined",0.988000000000001,0.00101902882838748
"Set2_LogNormal",200,"SMD","precision_at_k","overall",0.515333333333333,0.0044216805921797
"Set2_LogNormal",200,"SMD","false_pooling_at_k","overall",0.925666666666667,0.00478915054711824
"Set2_LogNormal",200,"SMD","harm_maxW1","overall",10.0951120000001,0.0803467939181662
"Set2_LogNormal",200,"SMD","auc","location",0.945277777777779,0.00271119744094436
"Set2_LogNormal",200,"SMD","auc","shape",0.509111111111112,0.00540833680496001
"Set2_LogNormal",200,"SMD","auc","combined",0.748277777777776,0.005236882397266
"Set2_LogNormal",200,"SMD_log","precision_at_k","overall",0.55466666666667,0.00420950130473497
"Set2_LogNormal",200,"SMD_log","false_pooling_at_k","overall",0.913,0.00514558062807298
"Set2_LogNormal",200,"SMD_log","harm_maxW1","overall",7.49856433333303,0.0530688960185064
"Set2_LogNormal",200,"SMD_log","auc","location",0.952222222222222,0.00250275568288808
"Set2_LogNormal",200,"SMD_log","auc","shape",0.887388888888888,0.0034709658467725
"Set2_LogNormal",200,"SMD_log","auc","combined",0.506277777777776,0.00536067749157932
"Set2_LogNormal",200,"KS","precision_at_k","overall",0.840333333333331,0.00370964209115106
