"set","n","rule","tau","viol_anchor","viol_pair","sensitivity","harm","pool_size","mc_se_viol","feasible"
"Set1_Gaussian",50,"CLUST_tau",7.998579,0.0421341666666667,0.0421341666666667,0.599211984121894,0.651747542661416,3.97312,0.000183391381717654,TRUE
"Set1_Gaussian",50,"CLUST_tau",9.2047,0.0219391666666667,0.0251975,0.422103896104753,1.55437518541563,4.45464,0.00013372184947569,TRUE
"Set1_Gaussian",50,"CLUST_tau",11.9629256,0,0,0.541767272720194,5.71216194420477,6.95944,0,TRUE
"Set1_Gaussian",100,"ANCHOR_tau",3.995151,0.0057725,0.0057725,0.898849999999084,0.0462205641982706,3.70287333333333,6.91566955287652e-05,TRUE
"Set1_Gaussian",100,"ANCHOR_tau",7.998579,0.572511666666667,0.572511666666667,0.784276190477783,6.67956251255992,6.613395,0.000451610136250673,FALSE
"Set1_Gaussian",100,"ANCHOR_tau",9.2047,0.287815833333333,0.606685833333333,0.865583441561707,8.3655480722178,8.70258666666667,0.000413297591951986,FALSE
"Set1_Gaussian",100,"ANCHOR_tau",11.9629256,0,0,0.947934090910663,9.52317385003778,11.427275,0,TRUE
"Set1_Gaussian",100,"CLUST_tau",3.995151,0.000251666666666667,0.000251666666666667,0.841463888888736,0.00201861022818808,3.52468166666667,1.44799669243279e-05,TRUE
"Set1_Gaussian",100,"CLUST_tau",7.998579,0.0108591666666667,0.0108591666666667,0.619948253961261,0.164853089063397,4.04504166666667,9.46099235720555e-05,TRUE
"Set1_Gaussian",100,"CLUST_tau",9.2047,0.00290666666666667,0.0034675,0.478997683979984,1.82444828673474,4.88339666666667,4.91444974501686e-05,TRUE
"Set1_Gaussian",100,"CLUST_tau",11.9629256,0,0,0.612998333325572,6.21506020010863,7.74298166666667,0,TRUE
"Set1_Gaussian",200,"ANCHOR_tau",3.995151,7.75e-05,7.75e-05,0.976513888888676,0.000620421010116591,3.92962,8.03606421857118e-06,TRUE
"Set1_Gaussian",200,"ANCHOR_tau",7.998579,0.5437675,0.5437675,0.794216666668491,6.53690201293443,6.58678333333333,0.000454683411785745,FALSE
"Set1_Gaussian",200,"ANCHOR_tau",9.2047,0.209960833333333,0.5386725,0.925801731603505,8.36145235837716,9.04585666666667,0.000371794389637724,FALSE
"Set1_Gaussian",200,"ANCHOR_tau",11.9629256,0,0,0.973015454546326,9.57193105952433,11.70317,0,TRUE
"Set1_Gaussian",200,"CLUST_tau",3.995151,0,0,0.94912666666654,0,3.84738,0,TRUE
"Set1_Gaussian",200,"CLUST_tau",7.998579,0.00905416666666667,0.00905416666666667,0.623414523802244,0.134516725426262,4.066655,8.64686298253057e-05,TRUE
"Set1_Gaussian",200,"CLUST_tau",9.2047,7.08333333333333e-05,9.75e-05,0.566802467525917,3.25442412275852,5.62723,7.68268160498133e-06,TRUE
